n,a,u,v,s,t,scaled,residual
25,6,9,11,576,704,60.583688925406925,0.9466201394594832
25,6,9,13,576,832,60.60482344958219,0.9469503663997217
25,6,9,17,576,1088,60.585326433271774,0.9466457255198715
25,6,9,19,576,1216,60.58481572010084,0.9466377456265757
25,6,11,13,704,832,60.57811683864693,0.9465330756038582
25,6,11,15,704,960,60.57698819897701,0.9465154406090158
25,6,11,17,704,1088,60.57685381516226,0.9465133408619103
25,6,11,19,704,1216,60.57842372001302,0.9465378706252034
25,6,13,15,832,960,60.59654753266542,0.9468210551978972
25,6,13,17,832,1088,60.58292128316404,0.9466081450494381
25,6,13,19,832,1216,60.58116716767571,0.946580736994933
25,6,15,17,960,1088,61.20408733709852,0.9563138646421644
26,6,3,5,192,320,60.592539150910945,0.9467584242329835
26,6,3,7,192,448,60.59235399363874,0.9467555311506053
26,6,3,11,192,704,60.58979169140963,0.9467154951782755
26,6,3,13,192,832,60.58908743923197,0.9467044912379995
26,6,3,17,192,1088,60.59165995039852,0.9467446867249769
26,6,3,19,192,1216,60.58881163291508,0.9467001817642982
26,6,5,7,320,448,60.588868196697675,0.9467010655734012
26,6,5,9,320,576,60.59160318660205,0.946743799790657
26,6,5,11,320,704,60.58863758809611,0.9466974623140018
26,6,5,13,320,832,60.59879270049889,0.9468561359452952
26,6,5,17,320,1088,60.617017054213,0.9471408914720781
26,6,5,19,320,1216,60.58712213299574,0.9466737833280584
26,6,7,9,448,576,60.70868568376601,0.9485732138088439
26,6,7,11,448,704,60.58796157042569,0.9466868995379014
26,6,7,13,448,832,60.598201616782795,0.9468469002622312
26,6,7,15,448,960,60.58946971895834,0.9467104643587241
26,6,7,17,448,1088,60.585109167247985,0.9466423307382498
26,6,7,19,448,1216,60.58867720796032,0.94669808137438
26,6,9,11,576,704,60.58711814928155,0.9466737210825242
26,6,9,13,576,832,60.59949802553618,0.9468671566490028
26,6,9,17,576,1088,60.58695438797136,0.9466711623120525
26,6,9,19,576,1216,60.58792180450922,0.9466862781954566
26,6,11,13,704,832,60.58450191469676,0.9466328424171369
26,6,11,15,704,960,60.58407369954467,0.9466261515553854
26,6,11,17,704,1088,60.58345453500218,0.9466164771094091
26,6,11,19,704,1216,60.5842067168345,0.9466282299505391
26,6,13,15,832,960,60.594854511001145,0.9467946017343929
26,6,13,17,832,1088,60.58403794793259,0.9466255929364468
26,6,13,19,832,1216,60.58580431212272,0.9466531923769175
26,6,15,17,960,1088,60.932099930850804,0.9520640614195438
