n,a,u,v,s,t,scaled,residual
26,3,7,15,56,120,5.777001705127179,0.7221252131408974
26,3,7,17,56,136,5.776920619214554,0.7221150774018192
26,3,7,19,56,152,5.7770261505501,0.7221282688187625
26,3,9,11,72,88,5.776946233263057,0.7221182791578821
26,3,9,13,72,104,5.777103729440667,0.7221379661800834
26,3,9,17,72,136,5.776956055222265,0.7221195069027831
26,3,9,19,72,152,5.7769861616696705,0.7221232702087088
26,3,11,13,88,104,5.776901908177983,0.7221127385222479
26,3,11,15,88,120,5.7769015506878505,0.7221126938359813
26,3,11,17,88,136,5.776892916464402,0.7221116145580503
26,3,11,19,88,152,5.77688311609128,0.72211038951141
26,3,13,15,104,120,5.777153996964226,0.7221442496205283
26,3,13,17,104,136,5.776900514233249,0.7221125642791562
26,3,13,19,104,152,5.776948717997269,0.7221185897496586
26,3,15,17,120,136,5.793067824064858,0.7241334780081072
26,4,3,5,48,80,15.194999569757277,0.9496874731098298
26,4,3,7,48,112,15.194947440499266,0.9496842150312041
26,4,3,11,48,176,15.194744926760215,0.9496715579225135
26,4,3,13,48,208,15.194686653057282,0.9496679158160801
26,4,3,17,48,272,15.194900757789153,0.949681297361822
26,4,3,19,48,304,15.194640935214675,0.9496650584509172
26,4,5,7,80,112,15.194687721883993,0.9496679826177495
26,4,5,9,80,144,15.194926155503754,0.9496828847189847
26,4,5,11,80,176,15.194655982099219,0.9496659988812012
26,4,5,13,80,208,15.195527153585552,0.949720447099097
26,4,5,17,80,272,15.197157444977684,0.9498223403111052
26,4,5,19,80,304,15.194526074710746,0.9496578796694216
26,4,7,9,112,144,15.208159556102173,0.9505099722563858
26,4,7,11,112,176,15.194615238860623,0.9496634524287889
26,4,7,13,112,208,15.195417556177238,0.9497135972610774
26,4,7,15,112,240,15.194743168719725,0.9496714480449828
26,4,7,17,112,272,15.194445390608323,0.9496528369130202
26,4,7,19,112,304,15.194757181966306,0.9496723238728941
26,4,9,11,144,176,15.19454749183296,0.94965921823956
26,4,9,13,144,208,15.195416255179255,0.9497135159487035
26,4,9,17,144,272,15.194580606638246,0.9496612879148904
26,4,9,19,144,304,15.194696844087064,0.9496685527554415
26,4,11,13,176,208,15.194364863031488,0.949647803939468
26,4,11,15,176,240,15.194380268540945,0.949648766783809
26,4,11,17,176,272,15.194360230073965,0.9496475143796228
26,4,11,19,176,304,15.194283975494233,0.9496427484683896
26,4,13,15,208,240,15.195235334023167,0.9497022083764479
26,4,13,17,208,272,15.194391466935642,0.9496494666834776
26,4,13,19,208,304,15.194521678053542,0.9496576048783464
26,4,15,17,240,272,15.241338584344165,0.9525836615215103
26,5,3,5,96,160,23.03277315874551,0.7197741612107972
26,5,3,7,96,224,23.032805963220184,0.7197751863506308
26,5,3,11,96,352,23.031850937369285,0.7197453417927901
26,5,3,13,96,416,23.031681292690443,0.7197400403965764
26,5,3,17,96,544,23.03210983656735,0.7197534323927297
26,5,3,19,96,608,23.031551538322265,0.7197359855725708
26,5,5,7,160,224,23.031673358746488,0.7197397924608278
26,5,5,9,160,288,23.032471458168573,0.7197647330677679
26,5,5,11,160,352,23.03155190513306,0.7197359970354081
26,5,5,13,160,416,23.03482853377058,0.7198383916803306
26,5,5,17,160,544,23.03718152858451,0.719911922768266
26,5,5,19,160,608,23.031121170342658,0.7197225365732081
26,5,7,9,224,288,23.070863983252355,0.7209644994766361
26,5,7,11,224,352,23.031438010088767,0.719732437815274
26,5,7,13,224,416,23.033511045260912,0.7197972201644035
26,5,7,15,224,480,23.032078587701026,0.7197524558656571
26,5,7,17,224,544,23.030694714747337,0.7197092098358543
26,5,7,19,224,608,23.03168074870483,0.7197400233970259
26,5,9,11,288,352,23.03110041273413,0.7197218878979416
26,5,9,13,288,416,23.034139264462453,0.7198168520144517
26,5,9,17,288,544,23.030847653204766,0.719713989162649
26,5,9,19,288,608,23.031443241960446,0.7197326013112639
26,5,11,13,352,416,23.03054196328973,0.719704436352804
26,5,11,15,352,480,23.030400160994233,0.7197000050310698
26,5,11,17,352,544,23.03018633442277,0.7196933229507115
26,5,11,19,352,608,23.030285915852925,0.7196964348704039
26,5,13,15,416,480,23.03374740128473,0.7198046062901479
26,5,13,17,416,544,23.03048568116871,0.7197026775365222
26,5,13,19,416,608,23.030585655544666,0.7197058017357708
26,5,15,17,480,544,23.160380474630777,0.7237618898322118
26,6,3,5,192,320,60.592539150910945,0.9467584242329835
26,6,3,7,192,448,60.59235399363874,0.9467555311506053
26,6,3,11,192,704,60.58979169140963,0.9467154951782755
26,6,3,13,192,832,60.58908743923197,0.9467044912379995
26,6,3,17,192,1088,60.59165995039852,0.9467446867249769
26,6,3,19,192,1216,60.58881163291508,0.9467001817642982
26,6,5,7,320,448,60.588868196697675,0.9467010655734012
26,6,5,9,320,576,60.59160318660205,0.946743799790657
26,6,5,11,320,704,60.58863758809611,0.9466974623140018
26,6,5,13,320,832,60.59879270049889,0.9468561359452952
26,6,5,17,320,1088,60.617017054213,0.9471408914720781
26,6,5,19,320,1216,60.58712213299574,0.9466737833280584
26,6,7,9,448,576,60.70868568376601,0.9485732138088439
26,6,7,11,448,704,60.58796157042569,0.9466868995379014
26,6,7,13,448,832,60.598201616782795,0.9468469002622312
26,6,7,15,448,960,60.58946971895834,0.9467104643587241
26,6,7,17,448,1088,60.585109167247985,0.9466423307382498
26,6,7,19,448,1216,60.58867720796032,0.94669808137438
26,6,9,11,576,704,60.58711814928155,0.9466737210825242
26,6,9,13,576,832,60.59949802553618,0.9468671566490028
26,6,9,17,576,1088,60.58695438797136,0.9466711623120525
26,6,9,19,576,1216,60.58792180450922,0.9466862781954566
26,6,11,13,704,832,60.58450191469676,0.9466328424171369
26,6,11,15,704,960,60.58407369954467,0.9466261515553854
26,6,11,17,704,1088,60.58345453500218,0.9466164771094091
26,6,11,19,704,1216,60.5842067168345,0.9466282299505391
